,stimulus_filename,avg_encode
0,18_0_0_20170105183259439.jpg.chip.jpg,0.0382217403016829
1,19_0_0_20170119150054894.jpg.chip.jpg,0.0
2,18_1_0_20170109213008587.jpg.chip.jpg,0.6019753589456083
3,20_1_0_20170117141213281.jpg.chip.jpg,0.9480136140487972
4,18_1_0_20170109214557098.jpg.chip.jpg,0.4910951201303191
5,21_0_0_20170104230103695.jpg.chip.jpg,-0.63711921842269
6,18_1_0_20170109213137477.jpg.chip.jpg,0.6469268071139687
7,20_1_0_20170105184054896.jpg.chip.jpg,0.5038994720328218
8,18_1_0_20170109213919463.jpg.chip.jpg,0.6837052647062638
9,18_1_0_20170109213922168.jpg.chip.jpg,0.2649757141925059
10,20_0_3_20170119152855024.jpg.chip.jpg,-0.7166696600297279
11,20_1_0_20170109213411083.jpg.chip.jpg,0.691605822263127
12,20_0_4_20170117193449429.jpg.chip.jpg,0.6594587259972692
13,20_1_3_20170119150812423.jpg.chip.jpg,-0.4807426654006361
14,20_0_0_20170117140056058.jpg.chip.jpg,-0.0690039456695117
15,20_1_0_20170116211743925.jpg.chip.jpg,0.634122455211466
16,18_0_0_20170117175643037.jpg.chip.jpg,-0.2508091971939922
17,18_1_0_20170109214455239.jpg.chip.jpg,-0.7082242364344603
18,19_0_0_20170117140550401.jpg.chip.jpg,0.3603272709132705
19,20_0_3_20170104225831145.jpg.chip.jpg,-0.0933429120951295
20,18_1_2_20170102234919571.jpg.chip.jpg,0.7098588345496735
21,20_1_0_20170109212842300.jpg.chip.jpg,-0.6335775891730617
22,18_1_0_20170109214559082.jpg.chip.jpg,0.6463819410755643
23,20_1_0_20170105183741919.jpg.chip.jpg,0.9477124183016872
24,20_1_2_20170108224234471.jpg.chip.jpg,0.6259494646354005
25,18_0_1_20170113132627873.jpg.chip.jpg,0.7134004637993018
26,20_0_0_20170105161704786.jpg.chip.jpg,0.7169420930489302
27,18_1_0_20170109214503497.jpg.chip.jpg,0.4268009275986035
28,19_1_4_20170103201818104.jpg.chip.jpg,0.6828879656486571
29,18_1_0_20170109214042490.jpg.chip.jpg,0.7336967237298645
30,18_1_0_20170109213911368.jpg.chip.jpg,0.9475919400028432
31,20_1_4_20170104005353062.jpg.chip.jpg,1.0
32,21_0_0_20170102233225196.jpg.chip.jpg,0.7172145260681324
33,18_1_4_20161223232148173.jpg.chip.jpg,0.5654693343725156
34,18_1_3_20170109214031495.jpg.chip.jpg,-0.6763495731878045
